C00084	00010 00360 00362 00440 00564 00620 00621 00622 00625 01100 01110 01120 01220
C00085	00680 00710 01100 01120 01200 04152
C00086	00230 00240 00330 00780 00791 01100 01120 02010 05120
C00087	00920 01120
C00088	00910 01120 02010 02020
C00089	00052 00500 01100 02010 02060 04742 04973
C00090	00361 00362 00364 00621 00624 00626 00627 01100 01120 01220
C00091	00020 00280 00360 00362 00623 00626 00630 00640 00650 00720 01060 01061 01063 01064 01065 01066 01070 01100 01110 01120 01200 01220
C00092	00500 00521 00524 00562 01062 01100 01110 02020 02060 04911 04917 04918 04973
C00093	00561 00564 01100 02010
C00094	00270 00430 00920 01100 01120
C00095	00051 00052 00500 01100 01120 02010 02060 04973
C00096	00051 00053 00510 00520 01100 01110
C00097	00260 00270 00311 00430 00460 00480 00730 00770 00920 00970 01060 01100 01120 01200 01230 04122 04974
C00098	02010
C00099	00240 00410 00640 00770 01100 01110 04080 04974
C00100	00280 00410 00522 00622 00630 00640 00660 00720 01056 01100 01110 01120 01200 01220
C00101	00260 00670 00680 00720 00790 00970 01100 01120 01200
C00103	00010 00040 00052 00500 00520 00521 00523 01060 01100 01110 01120
C00104	00230
C00105	00240 00550 01100
C00106	00240 00410 00770 01100
C00107	02010 02030
C00108	00380 00400 00621 00627 01058 01060 01061 01063 01070 01100 01110 01120 01220 01230 07110
C00109	00260 00270 00290 00640 00660 01100 01110 01210 01230
C00110	00510 01100
C00111	00010 00040 00051 00052 00561 00562 00564 00640 00680 00710 00760 01100 01110 01120 01200 01230
C00112	00240 01100
C00114	00260 00564 01100 02010 04725 04976
C00116	00040 00052 00561 01100 02010 04723
C00117	00030 00230 00710 01100 01110 01120 01200 01230 04918
C00118	00010 00030 00051 00052 00331 00562 00680 00710 00730 00750 00900 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 01230
C00119	00030 00230 00240 00340 00400 01060 01065 01070 01100 01110 01120 01200 01230
C00120	00780 01100 02010 04977
C00121	00030 02010 02030
C00122	00020 00190 00250 00330 00350 00360 00620 00643 00650 00720 00760 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 01220 02020 05200 05211
C00123	00280 00290 00966 00970 01060 01065 01100 01110 01210 01230 02010 04974 04978
C00124	00052 01100 01110 02030 04973 04978
C00127	00480 04918
C00128	00520 01100 01110
C00129	00900 01060 01062 01070 01100 01110
C00130	00230 01060 01065 01070 01100 01110 04742
C00131	00230 01100
C00132	00640 00680 00901 01100 01120 01200 01220
C00133	00473 00550 00750 01100
C00134	00330 00480 00960 01060 01064 01100 01110 02010 04974
C00135	00340 00410 00970 01060 01065 01100 01110 01230 02010 04974
C00136	00062 00071 00310 00630 00650 01056 01100 01200 01212
C00137	00052 00053 00521 00562 01100 01110 01120 02010 04070
C00140	00520 01110 02010 02060
C00141	00280 00290 00770 00966 01100 01110 01210 01230
C00143	00260 00670 00680 00720 01100 01120 01200
C00144	00230 01060 01065 01100 04022 04742 04744
C00146	00350 00361 00362 00627 01120 01220 04974
C00147	00230 00908 01100
C00148	00330 00401 00970 01100 01110 01230 02010 04974 04978
C00149	00020 00620 00630 00680 00710 00720 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 02020 04964 05200 05211
C00151	00480 01100 02010
C00152	00250 00460 00970 01060 01100 01110 01230 04974 04978
C00153	00760 01100 04977
C00154	00061 00062 00071 00563 00600 01040 01070 01100 01212
C00155	00270 00920 01100 01110 01230
C00156	00130 00360 00362 00363 00623 00627 01061 01100 01110 01120 01220 07110
C00157	00564 00590 00591 00592 01100 04723
C00158	00020 00250 00630 00720 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 01210 01230 02020
C00159	00051 00052 00520 01100 02010 02060 04142
C00160	00361 00625 00630 01100 01110 01120
C00162	00062 00071 00561 04152 04911 04920 04930 04932 04975 04977
C00163	00640 00642 00760 01100 01120 01220 04973 04974
C00164	00072 00280 00310 00350 00640 00643 00650 01100 01120 02020
C00165	04010 04012 04014 04015 04020 04024 04062 04064 04066 04070 04261 04270 04370 04540 04611 04650 04660 04662 04664 04666 04713 04720 04722 04723 04724 04725 04726 04728 04730 04745 04750 04911 04912 04915 04916 04918 04919 04920 04921 04961 04970 04971 04972 04973 04975 05110 05143 05146 05200 05214 05223
C00166	00360 00400 00960 01060 01100 01110 01210 01230
C00167	00040 00053 00500 00520 01100 01110
C00168	00260 00630 00680 01100 01110 01120 01200
C00169	00230 00240 00250 00330 00910 01100 01120 01200 01230
C00170	00270 00908 01060 01100
C00173	01100
C00175	02010
C00177	01100 01110
C00178	00240 01100
C00179	00330 01100
C00180	00360 00362 00621 00623 00627 01063 01100 01110 01120 01220
C00181	00040 00500 00520 01100 02010
C00183	00280 00290 00311 00460 00770 00966 00970 01060 01063 01100 01110 01210 01230 02010 04974 04978
C00184	00561 00680 01100 01120 01200
C00185	00500 01100 02010 02060
C00186	00010 00051 00620 00640 00643 01100 01110 01120 04024 04066
C00187	00100 00120 00140 00981 00984 01066 01100 01110 04340 04913 04975 04976 04977 05200 05217
C00188	00260 00290 00860 00970 01060 01100 01110 01120 01230 02010 04974 04978
C00189	00440 00564 01100 04723
C00190	00500 00520 00908 01100 01110
C00191	00040 00053 00500 00520 00562 01100
C00192	00910 01120
C00194	00860 01100
C00195	00600 01100 04722 04920 05140
C00196	00362 00627 01053 01061 01110 01120
C00197	00010 00030 00260 00561 00630 00680 00710 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 01230
C00198	00030 01100 01110 01120 01200
C00199	00030 00040 00680 00710 00740 00750 01100 01110 01120 01200 01230
C00203	00520 01100
C00204	00030 00040 01100 01120 01200
C00206	00230 01100
C00207	00072 00640 01100
C00208	00500 01100 02010 02030 02060 04973
C00209	00625 00630 01100 01120
C00212	00230 01100 04022 04024 04080 04270 05012 05032 05034
C00213	00260 00330 01100
C00214	00240 01100
C00217	00471 00750 01100
C00218	00680 01120 01200
C00219	00590 00591 01040 01100 04270 04611 04664 04666 04723 04726 04730 04745 04750 04912 04913 04921 05140 05146 07034
C00221	00010 00030 00500 01100 01110 01120 01200
C00222	00240 00410 00562 00625 00640 00720 01100 01120 01200
C00223	00130 00330 00360 00940 00941 00945 01061 01100 01110 01220
C00224	00230 00920 01100 01120
C00226	00071 00073
C00227	00430 00620 00680 00720 01100 01120 01200
C00229	00061 00071 00524 00540 00770 01110 01212
C00230	00362 00400 00623 00624 00627 01061 01100 01110 01120 01220
C00231	00030 00040 00053 00680 00710 01100 01110 01120 01200 01230 04918
C00232	00250 00350 00650 00720 00750 00760 01100 01120 01200
C00233	00280 00290 00966 01100 01110 01210 01230
C00234	00670 00720 00970 01100 01120 01200
C00235	00900 00908 01060 01062 01070 01100 01110
C00236	00010 00710 01060 01061 01062 01063 01100 01110 01120 01200 01230
C00237	00625 00680 00720 01120 01200
C00238	02020 04022 04024 04260 04261 04270 04713 04723 04724 04725 04726 04727 04728 04742 04744 04911 04915 04918 04919 04921 04930 04960 04961 04964 04966 04970 04971 04972 04973 04974 04976 04978 05032 05110 05133 05166
C00239	00240 01100
C00242	00230 01100
C00243	00052 01100 02010 02060 04973
C00244	00910 01120 02010 02020
C00245	00120 00430 00920 01100 02010 04080
C00246	00650 01100 04973 04974
C00247	00051
C00249	00061 00062 00071 00073 01040 01060 01100 01212
C00250	00750 01100 04977
C00251	00130 00400 00790 01053 01060 01061 01063 01070 01100 01110 01230
C00252	00500
C00253	00760 00960 01060 01064 01100 01110 01120 05133
C00254	00400 00401 01060 01061 01063 01100 01110 01230
C00255	00740 01100 04977
C00256	00620 01120
C00257	00030 01100 01110 01120 01200
C00258	00030 00260 00561 00630 00680 01100 01110 01120 01200
C00259	00040 00053 00520 01100 01110 02010
C00261	00623 00627 01120 01220
C00262	00230 01100
C00263	00260 00270 00300 00920 01100 01110 01120 01230
C00264	00062 01110
C00266	00040 00630 00750 00790 01100 01120
C00267	00010 00051 00052 00500 00520 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 04964
C00268	00790 01100
C00269	00564 01100 04070
C00270	00520 01100 01110
C00272	00790 01100
C00275	00051 00520 01100 01110 02060 04142
C00279	00030 00400 00710 00750 01060 01061 01063 01070 01100 01110 01120 01200 01230
C00280	00140 00984 01100 01120 04913 04917 05200 05215
C00282	04973 04974
C00283	00270 00920 01100 01120 01200
C00286	00230 01100
C00288	00720 00910 02010 04024 04113 04964 04966 04970 04971 04972 04976 04978
C00290	04610
C00291	02010 02020
C00292	00627 01120
C00294	00230 01100
C00295	00240 01100
C00296	00400
C00299	00240 01100
C00300	00260 00330 01100
C00301	00230
C00302	00460
C00304	00524 01110
C00305	02020 04720 04744 04978
C00306	04022 04080 04610 04750 04810 05142 05143
C00307	00564 01100
C00309	00040 01100
C00310	00040 01100
C00311	00020 00630 00720 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01200 01210 01230
C00312	00040 01100
C00313	00630 01100
C00314	00750 01100
C00315	00330 00410 00480 00940 01100 02010 04976
C00318	04976
C00319	00600 01100
C00320	00270 00920 01100 01120 02010
C00322	00300 00310 00380 00680 01100 01120 01210 01230
C00323	00360 00940 00941 00945 01061 01063 01100 01110 01220
C00325	00051 00520 01100
C00327	00330 01100 01110 01230
C00328	00380 01100 05143
C00329	00520 01110 02060
C00330	00230 01100
C00331	00380 01100
C00332	00071 00072 00280 00310 00362 00380 00620 00630 00640 00650 00720 00900 01100 01110 01120 01200 01212
C00333	00040 00053 00500 00520 01100 02010
C00334	00250 00330 00410 00650 00760 01100 04024 04080 04721 04723 04727 04915 05032 05033
C00337	00240 01100
C00338	01100 02010 04010 04066 04810 05132 05133 05134 05152 05332
C00340	00071
C00341	00130 00900 00902 01060 01062 01066 01070 01100 01110
C00342	00240
C00343	00240
C00344	00564 01100
C00345	00030 01100 01110 01120 01200
C00346	00564 00600 01100
C00350	00563 00564 01100 04140 04723 05130
C00352	00250 00520 01100 01110 02060
C00353	00403 00900 00904 00906 01060 01062 01066 01070 01100 01110
C00354	00400 00680 00710 01100 01120 01200 04152
C00355	00350 00950 00965 01060 01063 01100 01110 04728 04917 05012 05030 05031 05034
C00356	00072 00280 00650 00900 01060 01062 01066 01070 01100 01110 07024
C00357	00520 01110 02060
C00360	00230 01100
C00361	00230 01100
C00362	00230 01100
C00363	00240 01100
C00364	00240 01100
C00365	00240 01100
C00366	00230 01100 01120 04976
C00369	00500 00710 01100 01110 04910 04973
C00371	00908 01060 01070 01100 01110 04075
C00374	04664 05133
C00376	00830 01100 04744 04977
C00378	00730 01100 02010 04122 04977
C00379	00040 01100 02010
C00380	00240 01100
C00381	00510 01062 01100
C00383	00240 00410
C00385	00230 00232 01060 01065 01100 01110 01120
C00386	00340 00410 01100
C00387	00230 01100
C00388	00340 01065 01100 01110 04080 04664 04721 04750 04971 04974 05310 07227
C00389	00941 00944 01100 01110 04152
C00390	00190 01100
C00392	00051 02010 02060
C00394	00500 00520 01100
C00395	00311 01100 01110
C00398	00380 00901 01060 01063 01100 01110 04080
C00399	00130 00190 01100 01110 02020
C00400	00902 01110 04750
C00401	00532 01100
C00402	00250
C00406	00073 00330 00360 00940 00941 00945 01061 01100 01110
C00407	00280 00290 00460 00960 00966 00970 01060 01064 01100 01110 01210 01230 02010 04974 04978
C00408	00310 00960 01060 01064 01100 01110
C00409	00270 00920
C00410	00140 01100 04114 04913 04914 04917 05200 05215 07225 07226
C00411	00940 01061 01100 01110
C00412	01040 01070 01100 01212
C00413	00521 01110
C00414	00930 01120 01220
C00415	00670 00790 01061 01100
C00416	00561 00564 01100 04024 04070 04666 04912 04975 05200 05212
C00417	00020 00630 00660 00720 01060 01061 01062 01063 01064 01065 01066 01070 01100 01110 01120 01210
C00418	00900 01060 01062 01070 01100 01110
C00422	00561 01100 04975 04977
C00423	00130 00360 00940 01060 01070 01100 01110 01120 01220
C00424	00051 00620 00640 01120
C00426	00531 01100 05205
C00427	00590 01100 04611 04723 04726 04921 07034 07035
C00429	00240 00410 00770 01100
C00430	00260 00860 01060 01100 01110 02010
C00431	00310 00330
C00433	00040 00053 00330 01100
C00434	05322
C00435	00071
C00436	00330 01100
C00437	00330 01100 01110 01210 01230
C00438	00240 00250 01100
C00439	00340 01100
C00440	00670 00720 01100 01120 01200
C00441	00260 00270 00300 00330 00400 01100 01110 01120 01210 01230
C00445	00670 00720 01100 01120 01200
C00446	00052 00520 01100 01110
C00447	00710 01100 01120 01200
C00448	00100 00900 00906 00909 00981 01060 01062 01066 01070 01100 01110
C00449	00300 00310 01100 01110 01230
C00450	00310 00960 01060 01064 01100 01110
C00455	00760 01100
C00458	00240 01100
C00459	00240 01100
C00460	00240 01100
C00461	00520 01110
C00463	00380 00400 00402 01100 01110 04974
C00464	00051
C00468	00140 01100 04913 04917 07226
C00469	00010 01100 01110 01120 04750 05034
C00470	00040 00500 01100 02010
C00472	00627 00740 01120
C00473	00830 01100 04977
C00474	00040 00740 01100
C00475	00240 01100
C00476	00040
C00477	00981 01110
C00479	00622 00640 01100 01120 01220
C00482	00940 01061 01100 01110
C00483	00350 00950 01060 01063 01110 04080 04974
C00486	00860 04976
C00487	00310 02010
C00488	00460 00910 01200
C00489	00071 00310
C00490	00660
C00491	00270 02010 04974
C00492	00052 02010
C00493	00400 01060 01061 01063 01070 01100 01110 01230
C00497	00650
C00498	00500 00520 01100 01110
C00499	00230 01100 01120
C00500	00860
C00501	00500 00520 01100 01110
C00502	00040
C00503	02010
C00504	00670 00790 01061 01100 04976 04977
C00506	00270 00430 01100 04080
C00507	00051 01120
C00508	00040 01100
C00509	00941 00943 01061 01100 01110
C00510	01040 01212
C00511	00643 01120 01220
C00512	00360 00362 00623 00627 00642 01064 01100 01120 01220
C00513	00564
C00514	00040 01100
C00515	00472 01100
C00517	00071
C00519	00430 01100
C00521	00902 00903 01062 01100 01110
C00522	00770 01100 01110
C00523	00140
C00524	00190 00860 01100
C00526	00240
C00527	00071 00310 00362 00380 01100 01120
C00530	00350 00361 00362 00363 00627 00740 01100 01120
C00531	00660
C00532	00040 01100
C00533	00330 00910 01120 04022 04066 04151 04270 04370 04540 04611 04626 04713 04730 04915 04921 04940 04970 05010 05014 05132 05140 05142 05143 05144 05146 05330 05332
C00534	00750 01100 04977
C00535	00140 00984 01100 01120 04913 05200 05215 07226
C00536	00190
C00540	00940 00941 00945 01100 01110 01220
C00541	00860
C00543	00680 01120 01200
C00544	00130 00350 00643 01100 01120
C00545	00053 01100
C00546	00260 00620 00640 01120
C00547	00350 01100 02020 04024 04080 04261 04270 04540 04721 04970
C00550	00600 01100
C00552	00630
C00553	00902 01110
C00555	00330 00410
C00556	00623 01120 01220
C00558	00040 01100
C00559	00230 01100
C00561	00460 01110
C00565	00680 01120 01200
C00566	00720 01100 01120 01200
C00568	00627 00790 01061 01100 01120
C00570	00564 01100
C00571	00930 01120
C00573	00531 01100 05205
C00575	00230 04010 04014 04015 04020 04022 04024 04062 04111 04113 04114 04261 04270 04540 04611 04670 04710 04713 04720 04723 04724 04725 04726 04727 04728 04740 04742 04750 04910 04911 04912 04913 04914 04915 04916 04918 04919 04921 04960 04961 04962 04970 04971 04972 04976 05012 05020 05030 05031 05032 05034 05110 05111 05133 05142 05146 05166 05414
C00576	00260 01100
C00577	00030 00051 00052 00561 01100 01120 01200
C00580	00920
C00581	00260 00330 01100
C00582	00360 01120
C00583	00640
C00584	00590 01100 04024 04080 04726 04750 04921 04976 05140 05143 05146 05323
C00587	00362 00400 00623 00624 01120 01220
C00588	00564 01100
C00590	00940 01061 01100 01110
C00593	00430 00680 01100 01120
C00596	00360 00362 00621 00622 00642 00643 01100 01120 01220
C00599	00984
C00601	00360 00643 01100 01120
C00603	00230 01100 01120
C00605	00062
C00606	00270 00430 01100
C00607	05205
C00609	00073 01110
C00616	00944
C00617	00500 00520 01100 01110
C00618	00040 00053 01100
C00620	00030 00230
C00621	00510 00900 01100 01110
C00623	00564
C00624	00330 01100 01110 01210 01230
C00627	00750 01100
C00628	00350 00362 00626 01100 01120
C00630	00280 00360 00522 01063 01100 01110
C00631	00010 00030 00260 00680 01060 01061 01062 01063 01100 01110 01120 01200 01230
C00632	00380 00627 01100 01120
C00633	00363 00623 00627 01061 01100 01120
C00634	00531 01100 05144
C00636	00051 00520 01100 01110
C00637	00380 01100
C00638	00062 00071 01110 04920
C00639	00590 01100 04080 04726 04913 04921 04976
C00640	00062 01110
C00641	00561 00562 00564 01100 04070 04730
C00642	00350 00360 01120 01220
C00643	00380 01063 01100 04726
C00644	00051 02060
C00645	00520 01100 01110
C00647	00750 01100 04977
C00651	00660
C00655	00230 01060 01065 01100 01110
C00658	00062 01110
C00663	00500
C00664	00670 01100
C00665	00051 04152
C00666	00300 01100 01110 01120 01230
C00668	00010 00030 00052 00500 00520 01060 01061 01063 01064 01065 01066 01070 01100 01110 01120 01200 04152
C00669	00480 01100
C00670	00564 00565
C00671	00280 00290 00966 01100 01110 01210 01230
C00672	00030 00240
C00673	00030
C00674	00140 00984 01120
C00679	00053 01100
C00680	00300 01100 01110 01120 01230
C00681	00561 00564 01100 04540 04975 04977
C00682	00361 00362 01100 01120 01220
C00683	00280 00522 00630 00640 00720 01100 01120 01200
C00684	00053 01100
C00688	00521 00523 01100 01110
C00689	00500 01100 02060 04723
C00691	00521 00562 01100 01110 01120
C00692	00471 00550 01100
C00695	00120 00121 01100 04976
C00696	00590 01100 04080 04664 04726 05143 05310
C00697	00910 01100 01120 02020 02060
C00698	04024 04152 04727 04740 04960 04964 04966 04970 04971 04972 04976 04978 05032 05033 05110 05120
C00700	00230
C00704	04066 04626 04940 05012 05014
C00705	00240 01100
C00707	04973
C00708	04918
C00712	00061 00073 01040 01060
C00714	00040 00500 00520 01100 01110 04973
C00716	02030
C00718	00500 01100 01110
C00719	00260 01100 02010
C00721	00500 01100
C00725	00785 01100
C00726	00910 01100
C00729	00960 01064 01100 01110
C00734	00520 01110
C00735	00140 01100 04080 04960 04976 05200 05215 07225
C00736	01100
C00739	00310
C00740	00260
C00741	00650
C00744	00522 01110
C00745	00960 00980 01064 01100 01110 05033
C00746	04024 04080
C00748	00860 01100 01110
C00750	00330 00410 00480 01100 04976
C00751	00100 00909 01060 01062 01066 01070 01100 01110
C00752	04611
C00753	02010
C00755	00360 00627 01061 01063 01100 01110 01120
C00757	00950 01063 01110 04152
C00758	01061
C00760	00500 01100 04973
C00761	00940
C00762	00140 01100 04960 05200 05215 07225
C00763	00330 01100
C00766	01060
C00777	00830 01100 04672 05200 05222 05223
C00778	00830
C00780	00380 01063 01100 04024 04080 04540 04721 04726 04750 04976 07211
C00783	00960 01064 01100 01110
C00785	00340 01100
C00786	00943 01110
C00788	00350 01100 02020 04024 04080 04261
C00789	00040
C00791	00330 01100
C00792	00472 01100
C00793	00270
C00794	00051 00052 01100 02010 02060
C00795	00052
C00798	00630 01100
C00800	00040 00053 01100
C00802	00230 01120
C00804	00410 00640
C00805	00360 00621 00624 00626 01053 01061 01070 01100 01110 01120 01220 04075 04976
C00808	04750
C00809	04750
C00810	00650 00660
C00811	00130 00350 00360 00940 01061 01100 01110 01220
C00813	00240
C00814	00943 01061 01110
C00817	00040 01100
C00818	00053 01100
C00819	00471 01100
C00822	00350 00965 01100
C00823	00071
C00826	00400 01100 01230
C00827	00640 00643 01100 01120
C00828	00130 01100 01110 02020 04977
C00829	00626 00980 01100 01120 01220 07114
C00831	00770
C00836	00600 01100
C00841	01061
C00842	00521 00523 01055 01100 01110
C00843	00902 01110
C00844	00460 01110
C00845	00365
C00846	00362 01100 01120 01220
C00847	00750 01100
C00848	00902
C00852	00940 00941 00945 01110
C00853	00860
C00854	00930 01120 01220
C00855	02010
C00857	00760 01100
C00858	00943 01061 01110
C00859	00904 01062 01070 01100 01110 04075
C00860	00340 01100 01110 01230
C00861	00051 01120
C00862	00680 01100 01120
C00864	00410 00770 01100 01110 04977
C00865	02010 04975 04976
C00868	04122
C00870	00627 01120
C00873	04614
C00876	00680 01100 01120
C00877	00071 00310 00362 00380 00627 00630 00650 00720 01100 01120 01200 01212
C00879	00053
C00880	00052 01100 01120
C00881	00240
C00882	00770 01100
C00884	00330
C00885	00130 01053 01061 01070 01100 01110
C00886	00970
C00887	00910 01120
C00888	00630
C00894	00410 00640 00643 00720 01100 01120 01200
C00898	00630
C00899	00830
C00900	00770
C00903	00940 01060 01100 01110 04750
C00905	00040 01100
C00906	00240 01100
C00909	00590 01100 04726 07034
C00913	04140
C00916	00311 01100 01110 07012 07013
C00919	02010
C00921	00790 01100
C00922	00760
C00925	00531 01100 05205
C00931	00860 01100 01110
C00933	00940
C00935	00520 01100 01110
C00937	00620
C00940	00250
C00942	00230 04022 04270 04540 04611 04713 04730 04740 04742 04744 04921 04970 04976
C00944	00400 01100 01110 01230
C00951	00140 01100 04913 04915 04917 04961 05200 05215 07226
C00954	00380 01070 01100 04075
C00955	00380
C00956	00300 00310 00311 01100 01110 01210 01230
C00957	00270 01100
C00958	00565 01100
C00961	00254
C00963	02060
C00964	00902 00903
C00965	00500
C00966	00770 01100 01110
C00969	00561
C00971	00750
C00973	00500 02010
C00974	00941 01061 01100 01110
C00975	00630
C00976	00051 00520
C00978	00380 01100
C00979	00270 00908 00920 01100 01120 01200 01230
C00984	00052 00520 01100
C00986	00260 00330 00410 01120
